Customer ID,Recency,Frequency,Monetary,AOV,Tenure,UniqueProducts,CancellationRate,IsQ4Buyer,IsHighValue,IsUK,ChurnProbability,RiskTier,Churned
16296,535,4,1313.67,328.4175,95,56,0.1084,1,0,1,0.8928507,High Risk,1
15843,213,1,118.95000000000002,118.95000000000002,0,8,0.0,0,0,1,0.89283377,High Risk,1
12800,379,3,584.25,194.75,206,31,0.0,0,0,0,0.8928328,High Risk,1
17925,282,1,488.16,488.16,0,1,0.0,1,0,1,0.89268214,High Risk,1
13640,520,1,405.0,405.0,0,4,0.0,0,0,1,0.89252627,High Risk,1
13580,315,1,107.75,107.75,0,5,0.0,1,0,1,0.89245707,High Risk,1
17280,347,1,118.85999999999999,118.85999999999999,0,6,0.0,1,0,1,0.89241534,High Risk,1
16617,145,1,151.85,151.85,0,5,0.0,0,0,1,0.8923458,High Risk,1
15503,272,2,267.15,133.575,363,112,0.0,1,0,1,0.89214295,High Risk,1
15231,530,1,250.26,250.26,0,14,0.1765,0,0,1,0.8920778,High Risk,1
17353,38,4,3242.0,810.5,495,7,0.1765,0,0,1,0.8919747,High Risk,1
13281,348,1,350.85,350.85,0,22,0.1538,1,0,1,0.89183706,High Risk,1
14938,471,2,2322.43,1161.215,0,71,0.0658,0,1,0,0.891802,High Risk,1
15236,208,1,321.05,321.05,0,15,0.0,0,0,1,0.89151883,High Risk,1
12859,368,1,575.1,575.1,0,21,0.0,1,0,1,0.89149255,High Risk,1
13031,316,5,3419.27,683.854,147,275,0.0,1,0,1,0.8913385,High Risk,1
14230,345,3,979.8000000000001,326.6,112,27,0.0,1,0,1,0.8913173,High Risk,1
17036,292,1,176.9,176.9,0,12,0.0,1,0,1,0.8913139,High Risk,1
15728,289,2,544.6,272.3,64,10,0.25,1,0,1,0.8911483,High Risk,1
16044,344,1,340.84000000000003,340.84000000000003,0,19,0.0,1,0,1,0.8905494,High Risk,1
13687,347,1,11880.84,11880.84,0,45,0.0,1,1,1,0.8905323,High Risk,1
15884,341,2,249.70000000000002,124.85000000000001,303,14,0.0625,1,0,1,0.89036816,High Risk,1
17972,151,1,136.04,136.04,0,30,0.0,0,0,1,0.89025515,High Risk,1
14122,315,3,362.42,120.80666666666667,331,12,0.1875,1,0,1,0.89023435,High Risk,1
15387,401,1,468.65,468.65,0,20,0.0,0,0,1,0.8901689,High Risk,1
13968,332,1,123.66,123.66,0,8,0.0,1,0,1,0.89014643,High Risk,1
17271,645,1,210.39,210.39,0,46,0.0,1,0,1,0.8899419,High Risk,1
14799,647,1,180.45,180.45,0,10,0.0,1,0,1,0.8898269,High Risk,0
16088,485,2,1437.43,718.715,15,3,0.0,0,0,1,0.88970995,High Risk,1
13328,225,1,1308.48,1308.48,0,17,0.0,0,1,1,0.88961643,High Risk,1
16508,539,1,248.8,248.8,0,42,0.0,0,0,1,0.889589,High Risk,1
17781,68,2,188.02,94.01,93,12,0.0,0,0,1,0.889406,High Risk,1
17395,417,1,97.5,97.5,0,3,0.0,0,0,1,0.8892513,High Risk,1
13893,207,1,821.1,821.1,0,21,0.0,0,0,1,0.8891662,High Risk,1
15226,220,1,154.41,154.41,0,8,0.0,0,0,1,0.8889207,High Risk,1
17826,283,1,134.59,134.59,0,33,0.0,1,0,1,0.88883096,High Risk,1
13490,563,1,154.25,154.25,0,8,0.0,0,0,1,0.88865894,High Risk,1
14589,281,1,79.5,79.5,0,3,0.0,1,0,1,0.8885535,High Risk,1
17517,218,1,153.94,153.94,0,11,0.0,0,0,1,0.888338,High Risk,1
14142,282,2,983.15,491.575,273,42,0.0571,1,0,1,0.88825697,High Risk,1
15015,410,13,2365.02,181.92461538461538,223,158,0.039,1,0,1,0.8882339,High Risk,1
14990,521,2,305.42,152.71,118,41,0.0,1,0,1,0.888081,High Risk,1
18051,543,7,2282.28,326.04,96,41,0.0517,1,0,1,0.88799196,High Risk,1
15414,151,1,36.2,36.2,0,5,0.0,0,0,1,0.88788474,High Risk,0
14771,530,2,594.62,297.31,115,46,0.06,1,0,1,0.88787675,High Risk,1
13612,542,1,818.29,818.29,0,50,0.0385,0,0,1,0.88780296,High Risk,1
14311,152,2,516.45,258.225,324,31,0.1842,0,0,1,0.8877674,High Risk,1
12945,197,2,900.11,450.055,367,47,0.0,0,0,1,0.8877128,High Risk,1
17983,304,1,171.71,171.71,0,23,0.0,1,0,1,0.88723105,High Risk,1
13286,509,1,734.91,734.91,0,46,0.0,0,0,1,0.8871969,High Risk,1
14809,530,2,686.76,343.38,0,18,0.0,0,0,1,0.8871,High Risk,1
16766,182,2,1145.6,572.8,0,17,0.0,0,0,1,0.8869439,High Risk,1
15842,302,2,548.8,274.4,134,24,0.1071,1,0,1,0.886757,High Risk,1
12786,519,1,728.5,728.5,0,18,0.0,0,0,0,0.88670826,High Risk,1
17879,83,1,178.51999999999998,178.51999999999998,0,6,0.0,0,0,1,0.88667804,High Risk,1
17127,338,5,1155.0300000000002,231.00600000000003,306,27,0.0,1,0,1,0.88624316,High Risk,1
17715,110,2,489.59999999999997,244.79999999999998,392,1,0.0,0,0,1,0.88622564,High Risk,1
12943,467,2,496.5,248.25,47,22,0.0741,0,0,1,0.8859952,High Risk,1
17717,330,1,376.92,376.92,0,26,0.0,1,0,1,0.88596946,High Risk,1
16222,227,2,1345.22,672.61,402,133,0.0,1,0,1,0.885815,High Risk,1
16665,271,1,135.39999999999998,135.39999999999998,0,9,0.0,1,0,1,0.88575584,High Risk,1
14310,342,1,492.1,492.1,0,22,0.0,1,0,1,0.8857378,High Risk,1
14728,322,1,190.58,190.58,0,14,0.0,1,0,1,0.88554746,High Risk,1
15966,360,1,426.53000000000003,426.53000000000003,0,27,0.1562,1,0,1,0.88530105,High Risk,1
18132,413,1,226.9,226.9,0,60,0.0,0,0,1,0.885213,High Risk,1
15283,299,3,148.33,49.443333333333335,127,9,0.1,1,0,1,0.8851725,High Risk,1
14370,360,6,1175.78,195.96333333333334,226,37,0.102,1,0,1,0.8851608,High Risk,1
15178,169,1,40.5,40.5,0,3,0.0,0,0,1,0.88508487,High Risk,1
14774,438,1,241.45,241.45,0,13,0.0,0,0,1,0.88492167,High Risk,1
12819,367,1,540.52,540.52,0,19,0.0,1,0,1,0.8848093,High Risk,1
16097,149,1,185.04999999999998,185.04999999999998,0,10,0.0,0,0,1,0.8844351,High Risk,1
15729,122,3,192.55,64.18333333333334,190,10,0.1538,1,0,1,0.8842413,High Risk,1
16658,277,6,814.07,135.67833333333334,250,49,0.122,1,0,1,0.884038,High Risk,1
15200,404,1,549.05,549.05,0,30,0.0,0,0,1,0.8839946,High Risk,1
17574,152,1,185.65,185.65,0,8,0.0,0,0,1,0.8838226,High Risk,1
18140,383,1,536.41,536.41,0,49,0.0,0,0,0,0.88375986,High Risk,1
14270,241,1,492.65000000000003,492.65000000000003,0,29,0.0,0,0,1,0.88341004,High Risk,1
15808,215,21,18409.93,876.6633333333333,431,348,0.0183,1,1,1,0.88288516,High Risk,1
17934,316,1,344.90000000000003,344.90000000000003,0,20,0.0,1,0,1,0.88283414,High Risk,0
17468,284,1,57.8,57.8,0,3,0.0,1,0,1,0.88276464,High Risk,0
17945,606,3,360.35,120.11666666666667,0,66,0.0,0,0,1,0.8826801,High Risk,1
17009,460,1,242.06,242.06,0,10,0.0,0,0,1,0.8826222,High Risk,1
15029,529,1,365.1,365.1,0,10,0.0909,0,0,1,0.8825794,High Risk,1
17184,478,2,198.41000000000003,99.20500000000001,161,14,0.0,1,0,1,0.88257694,High Risk,1
12634,445,2,490.0,245.0,12,20,0.0,0,0,0,0.88222784,High Risk,1
18187,541,1,724.89,724.89,0,48,0.1111,0,0,1,0.88212126,High Risk,1
17610,449,5,1529.49,305.898,193,114,0.0872,1,0,1,0.8820676,High Risk,1
14445,365,1,221.65,221.65,0,32,0.0,1,0,1,0.88206506,High Risk,1
14980,646,1,150.68,150.68,0,24,0.0,1,0,1,0.88199365,High Risk,1
12505,318,1,955.2,955.2,0,42,0.1064,1,0,0,0.8819367,High Risk,1
14632,172,1,114.56,114.56,0,8,0.0,0,0,1,0.881765,High Risk,1
16069,327,1,457.7,457.7,0,25,0.0,1,0,1,0.8816207,High Risk,1
12665,234,3,313.6,104.53333333333335,344,13,0.1905,1,0,0,0.8814958,High Risk,1
13175,491,2,831.45,415.725,153,40,0.098,1,0,1,0.8814346,High Risk,1
17208,305,1,115.35,115.35,0,21,0.0,1,0,1,0.88123,High Risk,1
17446,86,2,120.9,60.45,133,6,0.0,0,0,1,0.8812226,High Risk,1
14168,330,2,370.45,185.225,143,11,0.1176,1,0,1,0.88121533,High Risk,1
14982,481,1,237.78,237.78,0,39,0.0,0,0,1,0.88100064,High Risk,1
13393,493,4,1131.45,282.8625,148,53,0.0548,1,0,1,0.88077986,High Risk,1
15515,296,1,171.81,171.81,0,7,0.0,1,0,1,0.8807239,High Risk,1
12499,469,1,393.72,393.72,0,27,0.0,0,0,0,0.8806561,High Risk,1
16113,92,1,161.38,161.38,0,30,0.0,0,0,1,0.8804792,High Risk,1
14536,169,1,171.8,171.8,0,18,0.0,0,0,1,0.88001204,High Risk,1
15378,372,2,246.5,123.25,39,8,0.0,1,0,1,0.8797201,High Risk,1
12411,319,1,346.9,346.9,0,22,0.0,1,0,0,0.8794363,High Risk,1
18063,300,2,186.60000000000002,93.30000000000001,242,2,0.0,1,0,1,0.8793724,High Risk,1
12862,335,2,1008.3199999999999,504.15999999999997,69,119,0.0,1,0,1,0.87910396,High Risk,1
14634,347,4,2124.46,531.115,104,105,0.0763,1,1,1,0.8790835,High Risk,1
13841,162,1,85.0,85.0,0,1,0.0,0,0,1,0.8790675,High Risk,1
13367,341,1,510.20000000000005,510.20000000000005,0,20,0.0,1,0,1,0.87904197,High Risk,1
16300,339,3,1392.43,464.1433333333334,245,190,0.0,1,0,1,0.8788402,High Risk,1
17342,289,4,1227.54,306.885,290,31,0.125,1,0,1,0.878794,High Risk,1
15959,591,3,579.49,193.16333333333333,0,58,0.0,0,0,1,0.87851506,High Risk,1
17900,99,2,112.19999999999999,56.099999999999994,0,4,0.4545,0,0,1,0.87840503,High Risk,1
17367,147,1,168.4,168.4,0,33,0.0,0,0,1,0.8783219,High Risk,1
14012,187,1,328.8,328.8,0,11,0.0,0,0,1,0.87799275,High Risk,1
16687,300,1,157.63,157.63,0,8,0.0,1,0,1,0.8779619,High Risk,1
16635,316,1,473.0,473.0,0,25,0.0,1,0,1,0.8779223,High Risk,1
13218,36,1,62.63999999999999,62.63999999999999,0,5,0.0,0,0,1,0.8774704,High Risk,1
14579,341,1,105.56,105.56,0,24,0.0,1,0,1,0.877432,High Risk,1
15420,343,6,743.0,123.83333333333333,300,52,0.0,1,0,1,0.877417,High Risk,1
14252,290,1,350.99,350.99,0,10,0.0,1,0,1,0.8772406,High Risk,1
16865,311,1,130.95,130.95,0,15,0.0,1,0,1,0.87719756,High Risk,1
17818,647,1,130.18,130.18,0,42,0.0,1,0,1,0.8770525,High Risk,1
13190,453,3,570.66,190.22,188,16,0.0556,1,0,1,0.8769682,High Risk,1
13385,239,1,534.57,534.57,0,35,0.0,0,0,1,0.8762943,High Risk,1
13312,360,1,124.75,124.75,0,5,0.0,1,0,1,0.8760719,High Risk,1
15369,401,11,6251.26,568.2963636363637,239,44,0.4327,1,1,1,0.8760554,High Risk,1
14706,528,1,390.69,390.69,0,25,0.0,0,0,1,0.8760055,High Risk,1
13205,352,1,2803.2,2803.2,0,1,0.0,1,1,1,0.8759799,High Risk,1
16054,54,4,2111.88,527.97,471,109,0.0394,1,0,1,0.8758154,High Risk,1
16329,337,4,1703.07,425.7675,311,83,0.0,1,0,1,0.8756707,High Risk,1
17821,315,1,334.62,334.62,0,6,0.0,1,0,1,0.87559736,High Risk,1
16781,281,2,934.25,467.125,297,36,0.0667,1,0,1,0.8755643,High Risk,1
13300,78,3,1285.51,428.50333333333333,404,44,0.0517,1,0,1,0.8755317,High Risk,1
18004,271,1,169.47,169.47,0,32,0.0,1,0,1,0.8755131,High Risk,1
13800,219,3,1679.56,559.8533333333334,427,73,0.0,1,0,1,0.8755031,High Risk,1
15464,247,1,1048.85,1048.85,0,155,0.0,0,0,1,0.87521917,High Risk,1
16590,310,2,605.9,302.95,13,26,0.1212,1,0,1,0.8751459,High Risk,1
18250,219,1,349.27,349.27,0,21,0.0455,0,0,1,0.87477094,High Risk,1
12979,638,1,517.7,517.7,0,56,0.0175,1,0,0,0.8747672,High Risk,1
15733,192,1,162.3,162.3,0,10,0.0,0,0,1,0.874764,High Risk,1
14011,389,2,457.82,228.91,127,32,0.0303,0,0,1,0.8745833,High Risk,1
18054,302,1,176.5,176.5,0,11,0.0,1,0,1,0.8745084,High Risk,1
14429,313,1,516.28,516.28,0,22,0.0,1,0,1,0.87437993,High Risk,1
17168,408,1,400.2,400.2,0,21,0.0,0,0,1,0.87428653,High Risk,1
14172,514,3,402.72,134.24,37,38,0.0182,0,0,1,0.8740249,High Risk,1
13796,408,1,289.7,289.7,0,22,0.0,0,0,1,0.8738047,High Risk,1
18107,351,1,167.13,167.13,0,38,0.0,1,0,1,0.8735973,High Risk,1
13217,31,4,666.48,166.62,533,3,0.375,0,0,1,0.8735242,High Risk,1
15828,284,1,1108.82,1108.82,0,74,0.0,1,0,1,0.8734229,High Risk,1
17215,373,1,186.15,186.15,0,11,0.0,1,0,1,0.87337863,High Risk,1
13250,370,2,256.04,128.02,41,17,0.0476,1,0,1,0.873358,High Risk,1
13839,395,1,139.95000000000002,139.95000000000002,0,7,0.0,0,0,1,0.8732156,High Risk,1
12622,141,1,180.1,180.1,0,11,0.0,0,0,0,0.87307334,High Risk,1
16425,211,1,302.7,302.7,0,21,0.0,0,0,1,0.8730372,High Risk,1
16599,295,1,172.8,172.8,0,12,0.0,1,0,1,0.87296927,High Risk,1
16507,481,1,152.76,152.76,0,37,0.0,0,0,1,0.8729339,High Risk,1
15090,217,1,381.32,381.32,0,23,0.0,0,0,1,0.87288916,High Risk,1
14041,175,1,141.41,141.41,0,21,0.0,0,0,1,0.8728678,High Risk,1
17617,468,1,395.33,395.33,0,18,0.0952,0,0,1,0.87277466,High Risk,1
15718,449,1,293.79,293.79,0,18,0.0,0,0,1,0.8727509,High Risk,1
16136,187,2,396.72,198.36,385,17,0.0417,0,0,1,0.8726654,High Risk,0
14155,175,1,118.75,118.75,0,6,0.0,0,0,1,0.8726355,High Risk,1
13358,178,1,439.03,439.03,0,29,0.0,0,0,1,0.87242246,High Risk,1
12580,156,2,1052.9,526.45,329,52,0.0,0,0,0,0.8723243,High Risk,1
16135,172,2,819.45,409.725,321,35,0.0,0,0,1,0.8722772,High Risk,1
18100,459,1,451.56,451.56,0,30,0.0,0,0,1,0.8721856,High Risk,1
13214,327,7,3264.23,466.31857142857143,228,207,0.0,1,1,1,0.8721648,High Risk,1
12760,365,1,347.8,347.8,0,21,0.0,1,0,0,0.8719374,High Risk,1
17698,170,1,154.95,154.95,0,8,0.0,0,0,1,0.87164646,High Risk,1
16100,372,1,582.64,582.64,0,37,0.0,1,0,1,0.8715846,High Risk,1
15328,317,1,107.24,107.24,0,8,0.0,1,0,1,0.8715571,High Risk,1
12986,338,10,2729.84,272.98400000000004,259,61,0.2817,1,0,1,0.8715444,High Risk,1
15899,278,1,112.5,112.5,0,4,0.0,1,0,1,0.871527,High Risk,1
15575,529,1,30.1,30.1,0,3,0.0,0,0,1,0.87145495,High Risk,1
12785,273,3,1100.4,366.8,366,42,0.0345,1,0,0,0.8713979,High Risk,1
16278,9,3,1117.84,372.6133333333333,399,50,0.0833,0,0,1,0.87123215,High Risk,1
14945,323,1,179.4,179.4,0,11,0.0,1,0,1,0.8709578,High Risk,1
16004,384,5,2146.39,429.27799999999996,208,63,0.0,0,0,1,0.8706283,High Risk,1
13848,1,8,3335.0,416.875,637,3,0.0,1,0,1,0.87056136,High Risk,1
14996,390,2,442.28999999999996,221.14499999999998,0,37,0.0,0,0,1,0.87040895,High Risk,1
12829,246,3,385.3,128.43333333333334,213,17,0.05,1,0,1,0.87036604,High Risk,1
14773,502,1,140.55,140.55,0,10,0.0909,0,0,1,0.87006354,High Risk,1
14151,582,2,679.45,339.725,43,44,0.0222,1,0,1,0.86998343,High Risk,1
13702,355,1,135.18,135.18,0,5,0.0,1,0,1,0.8698509,High Risk,1
15303,199,3,1224.18,408.06,393,63,0.0282,0,0,1,0.8697523,High Risk,1
18207,408,1,544.47,544.47,0,31,0.0882,0,0,1,0.86956954,High Risk,1
15635,305,1,100.35,100.35,0,2,0.0,1,0,1,0.8695248,High Risk,1
14058,372,2,469.19,234.595,67,23,0.0,1,0,1,0.86946726,High Risk,1
13229,135,1,160.95,160.95,0,10,0.0,0,0,1,0.8693759,High Risk,1
16864,343,2,409.25,204.625,164,17,0.0,1,0,1,0.8690022,High Risk,1
14348,169,1,409.57,409.57,0,18,0.0,0,0,1,0.86892444,High Risk,1
18254,490,1,267.9,267.9,0,16,0.0,0,0,1,0.86891747,High Risk,1
13288,352,5,927.61,185.522,223,7,0.1667,1,0,1,0.8685698,High Risk,1
12351,284,1,300.93,300.93,0,21,0.0,1,0,0,0.86775225,High Risk,1
13057,439,3,722.09,240.6966666666667,101,34,0.0465,0,0,1,0.86770594,High Risk,1
16476,341,1,350.35,350.35,0,24,0.0769,1,0,1,0.86767435,High Risk,1
16256,176,3,1629.37,543.1233333333333,331,27,0.0333,0,0,1,0.8674394,High Risk,1
14182,353,4,678.77,169.6925,152,42,0.0385,1,0,1,0.86728215,High Risk,1
12898,373,2,310.96000000000004,155.48000000000002,195,27,0.0,1,0,1,0.866987,High Risk,1
16501,292,1,1237.23,1237.23,0,181,0.0,1,0,1,0.86683065,High Risk,1
14260,380,3,824.28,274.76,77,50,0.0,0,0,1,0.8664819,High Risk,1
16315,240,2,402.71,201.355,205,21,0.0,0,0,1,0.86644137,High Risk,1
12460,365,1,326.65,326.65,0,18,0.0,1,0,0,0.8663212,High Risk,1
16132,453,2,664.1999999999999,332.09999999999997,83,14,0.0,0,0,1,0.86632067,High Risk,1
12810,444,2,534.99,267.495,142,32,0.0,0,0,0,0.86618,High Risk,1
17666,387,3,1319.6399999999999,439.87999999999994,50,17,0.0,0,0,1,0.86611825,High Risk,0
16976,176,1,251.51999999999998,251.51999999999998,0,2,0.0,0,0,1,0.86605877,High Risk,1
18195,296,1,101.16,101.16,0,5,0.0,1,0,1,0.8658889,High Risk,1
18010,166,1,174.8,174.8,0,14,0.0,0,0,1,0.8656233,High Risk,1
18011,282,2,527.03,263.515,194,63,0.0,1,0,1,0.86546004,High Risk,1
17859,214,1,148.21,148.21,0,23,0.0,0,0,1,0.8652804,High Risk,1
16870,378,1,450.15999999999997,450.15999999999997,0,28,0.0,0,0,1,0.86514556,High Risk,1
16435,421,3,1011.5699999999999,337.19,2,119,0.0,0,0,1,0.8650559,High Risk,1
15109,155,3,983.1,327.7,489,46,0.0588,1,0,1,0.86504424,High Risk,1
17380,343,3,645.0,215.0,100,5,0.0909,1,0,1,0.86455417,High Risk,1
14816,106,1,271.85,271.85,0,4,0.0,0,0,1,0.8644809,High Risk,1
14954,612,1,167.27,167.27,0,41,0.0,0,0,1,0.86418396,High Risk,0
13622,605,1,658.95,658.95,0,32,0.0588,0,0,1,0.8640598,High Risk,1
12426,104,2,1345.21,672.605,468,73,0.061,0,0,0,0.8638113,High Risk,1
12891,95,11,840.5,76.4090909090909,473,2,0.0833,1,0,1,0.8637459,High Risk,1
12346,235,12,77556.46,6463.038333333334,400,27,0.2917,1,1,1,0.86374253,High Risk,1
16141,326,1,335.54,335.54,0,20,0.0,1,0,1,0.8637259,High Risk,0
14059,176,1,183.6,183.6,0,8,0.0,0,0,1,0.8636274,High Risk,1
17067,634,3,454.54,151.51333333333335,6,8,0.0,1,0,1,0.8633518,High Risk,1
17660,50,2,359.47,179.735,595,75,0.0,1,0,1,0.8632931,High Risk,1
12946,346,1,324.45,324.45,0,20,0.0,1,0,1,0.86277705,High Risk,1
16502,529,2,266.5,133.25,0,41,0.0,0,0,1,0.8627432,High Risk,1
12378,39,2,5416.32,2708.16,432,281,0.0,0,1,0,0.86260927,High Risk,1
14469,325,4,2112.21,528.0525,263,120,0.0,1,0,1,0.86260545,High Risk,1
13181,290,1,359.69,359.69,0,19,0.0,1,0,1,0.86257565,High Risk,1
17993,526,1,235.19,235.19,0,60,0.0,0,0,1,0.8624512,High Risk,1
13440,332,7,1295.25,185.03571428571428,28,49,0.1571,1,0,1,0.862438,High Risk,1
13274,318,1,360.85,360.85,0,19,0.0,1,0,1,0.86242056,High Risk,1
13902,541,5,34095.26,6819.052000000001,92,58,0.0597,1,1,0,0.8624063,High Risk,1
16167,323,5,1386.1200000000001,277.22400000000005,324,51,0.1127,1,0,1,0.8620641,High Risk,1
12765,381,6,1404.58,234.09666666666666,169,49,0.0,0,0,0,0.8619277,High Risk,1
13917,101,1,65.38,65.38,0,5,0.0,0,0,1,0.8619046,High Risk,0
15647,324,1,169.0,169.0,0,11,0.0,1,0,1,0.8617845,High Risk,1
17278,150,2,271.24,135.62,323,17,0.0,0,0,1,0.86161864,High Risk,1
15455,507,1,38.25,38.25,0,2,0.0,0,0,1,0.86145705,High Risk,1
14795,75,1,131.45000000000002,131.45000000000002,0,6,0.0,0,0,1,0.86142886,High Risk,1
12983,507,1,490.08000000000004,490.08000000000004,0,30,0.0,0,0,1,0.86136484,High Risk,1
13600,221,2,518.42,259.21,321,35,0.0,0,0,1,0.86078507,High Risk,1
16975,332,3,926.12,308.70666666666665,82,44,0.0426,1,0,1,0.86077076,High Risk,1
12791,283,6,1056.1100000000001,176.01833333333335,250,17,0.0625,1,0,0,0.8603382,High Risk,1
17718,141,2,439.18,219.59,412,22,0.0417,0,0,1,0.8602978,High Risk,1
12742,535,1,1201.52,1201.52,0,67,0.0147,0,0,0,0.8602789,High Risk,1
17893,134,1,112.25,112.25,0,15,0.0,0,0,1,0.86019504,High Risk,1
15823,281,3,3897.17,1299.0566666666666,358,155,0.1086,1,1,1,0.86011857,High Risk,1
17678,173,2,599.76,299.88,339,27,0.0345,0,0,1,0.85997516,High Risk,1
16798,463,3,848.71,282.90333333333336,174,141,0.0114,1,0,1,0.8599735,High Risk,1
14886,162,1,364.8,364.8,0,18,0.0,0,0,1,0.8598846,High Risk,1
12543,357,1,980.25,980.25,0,43,0.0,1,0,0,0.8597308,High Risk,1
17825,508,4,731.96,182.99,126,24,0.0,1,0,1,0.85966927,High Risk,1
12525,407,3,973.73,324.57666666666665,149,56,0.2208,0,0,0,0.8594727,High Risk,1
17840,353,1,185.72,185.72,0,44,0.0,1,0,1,0.859463,High Risk,1
13511,586,1,282.76,282.76,0,5,0.1667,0,0,1,0.85929877,High Risk,1
15292,110,1,180.94,180.94,0,24,0.0,0,0,1,0.85915077,High Risk,1
13706,212,2,631.17,315.585,324,38,0.0,0,0,1,0.859087,High Risk,1
17397,325,1,536.77,536.77,0,44,0.0,1,0,1,0.85893464,High Risk,0
13420,59,2,159.85,79.925,20,8,0.2,0,0,1,0.85892135,High Risk,1
17275,292,1,114.52,114.52,0,23,0.0,1,0,1,0.85879505,High Risk,1
14908,372,1,104.10000000000001,104.10000000000001,0,5,0.0,1,0,1,0.8587935,High Risk,0
13191,567,1,164.69,164.69,0,58,0.0,0,0,1,0.8587312,High Risk,1
14437,275,5,958.84,191.768,217,34,0.04,1,0,1,0.8587162,High Risk,1
16263,332,1,351.01,351.01,0,19,0.0,1,0,1,0.8586879,High Risk,1
16148,205,2,386.62,193.31,140,9,0.25,1,0,1,0.8586466,High Risk,1
15909,83,1,191.94,191.94,0,7,0.0,0,0,1,0.858439,High Risk,1
13529,114,1,181.1,181.1,0,7,0.0,0,0,1,0.8584307,High Risk,0
12549,485,6,1575.68,262.61333333333334,121,38,0.0,0,0,0,0.85821474,High Risk,1
15217,472,1,426.24,426.24,0,28,0.0,0,0,1,0.85813975,High Risk,1
15107,220,9,940.35,104.48333333333333,140,32,0.0943,1,0,1,0.85800916,High Risk,1
15102,440,2,554.67,277.335,16,26,0.0,0,0,1,0.85797065,High Risk,1
12736,242,1,234.0,234.0,0,4,0.0,0,0,0,0.8579071,High Risk,1
18271,519,2,680.85,340.425,121,19,0.0,1,0,1,0.8575587,High Risk,1
15878,471,2,330.77,165.385,171,47,0.0,1,0,1,0.8575054,High Risk,1
17899,68,1,155.8,155.8,0,29,0.0,0,0,1,0.85748565,High Risk,1
12604,171,1,178.5,178.5,0,10,0.0,0,0,0,0.8572549,High Risk,0
15415,222,1,572.8100000000001,572.8100000000001,0,46,0.0,0,0,1,0.85708743,High Risk,1
15816,451,2,144.14999999999998,72.07499999999999,0,11,0.0833,0,0,1,0.8569877,High Risk,1
13747,283,2,249.39999999999998,124.69999999999999,51,4,0.0,1,0,1,0.856842,High Risk,1
14403,39,6,1880.51,313.41833333333335,508,20,0.2424,0,0,1,0.856837,High Risk,1
14269,348,1,295.73,295.73,0,16,0.2,1,0,1,0.8566678,High Risk,1
15191,372,3,588.05,196.01666666666665,225,33,0.0,1,0,1,0.85662603,High Risk,1
16472,343,2,789.6,394.8,163,39,0.0,1,0,1,0.8564596,High Risk,1
14301,26,4,1992.18,498.045,549,37,0.1167,1,0,1,0.8563488,High Risk,1
15537,72,1,110.92,110.92,0,24,0.0,0,0,1,0.85620934,High Risk,1
16844,472,2,614.34,307.17,20,26,0.0,0,0,1,0.85607696,High Risk,1
15285,317,1,94.92,94.92,0,6,0.0,1,0,1,0.8559446,High Risk,1
14747,158,1,328.2,328.2,0,18,0.0526,0,0,1,0.85579145,High Risk,1
12804,375,2,327.02,163.51,34,60,0.0,0,0,0,0.85567456,High Risk,1
17598,290,1,409.98,409.98,0,10,0.0,1,0,1,0.8555215,High Risk,1
13859,235,2,515.86,257.93,203,34,0.0,0,0,1,0.85551554,High Risk,1
14513,10,6,788.01,131.335,467,15,0.24,1,0,1,0.8552501,High Risk,1
15196,342,2,316.25,158.125,293,34,0.0,1,0,1,0.855151,High Risk,1
12447,152,1,476.49,476.49,0,26,0.0,0,0,0,0.8549662,High Risk,1
16108,343,3,1393.42,464.47333333333336,197,79,0.0559,1,0,1,0.85444313,High Risk,0
15003,382,6,1060.7,176.78333333333333,209,253,0.0029,0,0,1,0.854412,High Risk,1
12870,284,3,1676.95,558.9833333333333,248,85,0.0412,1,0,1,0.8542769,High Risk,1
12631,365,5,2841.07,568.214,237,105,0.0161,1,0,0,0.8542363,High Risk,0
16074,299,1,265.25,265.25,0,23,0.0,1,0,1,0.8539098,High Risk,1
17912,219,6,375.5,62.583333333333336,65,48,0.037,1,0,1,0.8537972,High Risk,1
13613,362,5,1039.8500000000001,207.97000000000003,207,50,0.0,1,0,1,0.8537787,High Risk,1
13679,403,3,281.26,93.75333333333333,241,44,0.0,1,0,1,0.85339165,High Risk,1
14734,335,4,1056.42,264.105,125,48,0.0156,1,0,1,0.8533387,High Risk,1
16112,52,4,195.73999999999998,48.934999999999995,195,15,0.0,0,0,1,0.85330206,High Risk,1
17845,464,4,598.19,149.5475,21,42,0.0,0,0,1,0.85311687,High Risk,1
14865,281,3,114.72,38.24,366,3,0.0,1,0,1,0.85311085,High Risk,0
17117,197,1,116.19999999999999,116.19999999999999,0,9,0.0,0,0,1,0.85299104,High Risk,1
17250,170,1,162.65,162.65,0,23,0.0,0,0,1,0.8526724,High Risk,0
12564,170,1,456.9,456.9,0,21,0.0,0,0,0,0.8526105,High Risk,1
17104,333,1,474.03,474.03,0,19,0.0,1,0,1,0.8525336,High Risk,1
13011,281,1,101.10000000000001,101.10000000000001,0,3,0.0,1,0,1,0.8523523,High Risk,1
15982,514,1,324.51,324.51,0,45,0.0,0,0,1,0.8523318,High Risk,1
15007,68,1,156.91,156.91,0,12,0.0,0,0,1,0.8521677,High Risk,1
